"country","city","data_date","id","neighbourhood_cleansed","latitude","longitude","property_type","room_type","accommodates","bedrooms","beds","price","minimum_nights","maximum_nights","availability_30","price_30","revenue_30"
"france","lyon","2020-07-25",9489532,"1er Arrondissement",45.77057,4.83022,"Apartment","Entire home/apt",5,2,3,275,1,1125,0,275,8250
"france","lyon","2020-07-25",9491007,"5e Arrondissement",45.76007,4.82252,"Apartment","Entire home/apt",2,0,1,30,1,1125,0,36,1080
"france","lyon","2020-07-25",9491317,"9e Arrondissement",45.77363,4.80988,"Apartment","Entire home/apt",5,2,2,69,1,30,20,69,690
"france","lyon","2020-07-25",9491741,"2e Arrondissement",45.75792,4.83651,"Apartment","Entire home/apt",4,2,3,90,1,1125,0,90,2700
"france","lyon","2020-07-25",9492298,"6e Arrondissement",45.77182,4.85759,"Apartment","Entire home/apt",7,2,5,99,3,1124,0,60.1333333333333,1804
"france","lyon","2020-07-25",9492793,"6e Arrondissement",45.76818,4.85539,"Apartment","Entire home/apt",3,1,1,250,1,1125,29,250,250
"france","lyon","2020-07-25",9499504,"2e Arrondissement",45.75403,4.82983,"Apartment","Entire home/apt",4,1,2,250,2,9,0,250,7500
"france","lyon","2020-07-25",9501737,"1er Arrondissement",45.77205,4.83358,"Apartment","Entire home/apt",4,2,2,75,2,1125,0,79.5,2385
"france","lyon","2020-07-25",9502071,"9e Arrondissement",45.76882,4.80898,"Apartment","Entire home/apt",3,1,2,78,2,1125,0,78,2340
"france","lyon","2020-07-25",9502221,"2e Arrondissement",45.75584,4.82995,"Apartment","Private room",3,1,2,150,1,1125,0,150,4500
"france","lyon","2020-07-25",9502731,"7e Arrondissement",45.7527,4.84518,"Apartment","Entire home/apt",4,1,2,150,2,5,28,130,260
"france","lyon","2020-07-25",9502797,"1er Arrondissement",45.77101,4.8357,"Apartment","Entire home/apt",6,2,2,200,3,1125,25,112,560
"france","lyon","2020-07-25",9508173,"9e Arrondissement",45.77505,4.80549,"Apartment","Entire home/apt",4,2,4,125,1,1125,0,125,3750
"france","lyon","2020-07-25",9509223,"3e Arrondissement",45.7534,4.84918,"Apartment","Entire home/apt",4,1,2,150,1,1125,0,150,4500
