"","country","city","data_date","id","neighbourhood_cleansed","latitude","longitude","property_type","room_type","accommodates","bedrooms","beds","price","minimum_nights","maximum_nights","availability_30","price_30","revenue_30"
"11264","italy","milan","2020-05-15",25538492,"CENTRALE",45.48904,9.20411,"Apartment","Entire home/apt",4,1,2,"$80.00",1,1125,26,35,140
"11265","italy","milan","2020-05-15",25542219,"PORTA ROMANA",45.4487,9.19897,"Apartment","Private room",2,1,1,"$45.00",1,3,0,40,1200
"11266","italy","milan","2020-05-15",25543205,"TORTONA",45.45311,9.16292,"Apartment","Private room",2,1,2,"$50.00",1,1125,0,50.6666666666667,1520
"11267","italy","milan","2020-05-15",25545505,"GHISOLFA",45.49062,9.16853,"Loft","Entire home/apt",4,2,2,"$120.00",4,600,30,NA,0
"11268","italy","milan","2020-05-15",25555391,"MAGGIORE - MUSOCCO",45.50038,9.12952,"Condominium","Private room",2,1,1,"$26.00",1,90,30,NA,0
"11269","italy","milan","2020-05-15",25556730,"TIBALDI",45.44107,9.17359,"Loft","Entire home/apt",4,1,2,"$52.00",2,1124,0,55.8333333333333,1675
"11270","italy","milan","2020-05-15",25558437,"XXII MARZO",45.46531,9.21045,"Apartment","Entire home/apt",4,1,1,"$193.00",20,1125,30,NA,0
"11271","italy","milan","2020-05-15",25561934,"GHISOLFA",45.49024,9.15653,"Apartment","Entire home/apt",10,4,5,"$70.00",1,1125,28,43,86
"11272","italy","milan","2020-05-15",25566831,"ISOLA",45.48666,9.19072,"Apartment","Entire home/apt",2,1,2,"$162.00",30,1125,28,119,238
"11273","italy","milan","2020-05-15",25572815,"MECENATE",45.44704,9.24823,"Condominium","Private room",2,1,1,"$27.00",1,1125,0,27,810
"11274","italy","milan","2020-05-15",25572849,"S. CRISTOFORO",45.4465,9.15299,"Apartment","Entire home/apt",4,0,4,"$66.00",1,1125,0,57,1710
"11275","italy","milan","2020-05-15",25599745,"ISOLA",45.49574,9.18466,"Apartment","Entire home/apt",2,1,1,"$40.00",2,30,0,40,1200
"11276","italy","milan","2020-05-15",25617724,"PARCO LAMBRO - CIMIANO",45.48789,9.23922,"Apartment","Entire home/apt",2,1,1,"$70.00",1,1125,29,70,70
"11277","italy","milan","2020-05-15",25703843,"CITTA' STUDI",45.48406,9.22673,"Apartment","Entire home/apt",4,2,1,"$50.00",1,360,29,63,63
"11278","italy","milan","2020-05-15",25707293,"VILLAPIZZONE",45.50067,9.15131,"Apartment","Entire home/apt",3,1,3,"$150.00",10,1125,0,150,4500
"11279","italy","milan","2020-05-15",25718324,"GRECO",45.50751,9.20503,"House","Private room",3,1,2,"$45.00",1,20,15,56.6666666666667,850
"11280","italy","milan","2020-05-15",25720678,"PAGANO",45.47996,9.16186,"Apartment","Entire home/apt",5,2,3,"$89.00",2,30,29,124,124
"11281","italy","milan","2020-05-15",25727141,"PADOVA",45.49981,9.22304,"Apartment","Private room",2,1,1,"$39.00",2,1125,29,25,25
"11282","italy","milan","2020-05-15",25729662,"PORTA ROMANA",45.4511,9.20868,"Apartment","Entire home/apt",4,1,2,"$80.00",3,1125,0,106.666666666667,3200
"11283","italy","milan","2020-05-15",25765844,"BOVISA",45.50419,9.16638,"Apartment","Entire home/apt",2,0,2,"$140.00",30,1125,30,NA,0
"11284","italy","milan","2020-05-15",25765984,"DUOMO",45.46182,9.18955,"Apartment","Entire home/apt",5,1,2,"$259.00",1,29,30,NA,0
"11285","italy","milan","2020-05-15",25775548,"CENTRALE",45.48061,9.20171,"Apartment","Entire home/apt",7,2,7,"$119.00",3,90,26,79,316
"11286","italy","milan","2020-05-15",25779015,"LORETO",45.49412,9.22066,"Apartment","Private room",2,1,1,"$30.00",1,1125,0,25,750
"11287","italy","milan","2020-05-15",25780866,"STADERA",45.43724,9.17707,"Apartment","Entire home/apt",3,1,2,"$100.00",3,1125,30,NA,0
"11288","italy","milan","2020-05-15",25793360,"PAGANO",45.46717,9.16195,"Apartment","Entire home/apt",4,1,2,"$70.00",1,600,26,93.25,373
"11289","italy","milan","2020-05-15",25793570,"BRERA",45.46692,9.18549,"Apartment","Entire home/apt",5,1,0,"$120.00",1,600,0,134,4020
"11290","italy","milan","2020-05-15",25794891,"VIALE MONZA",45.51418,9.22626,"Apartment","Private room",2,1,2,"$28.00",1,15,0,36.5,1095
"11291","italy","milan","2020-05-15",25796557,"TRE TORRI",45.47446,9.15944,"Apartment","Entire home/apt",4,1,2,"$67.00",1,300,15,67,1005
"11292","italy","milan","2020-05-15",25796671,"SELINUNTE",45.47119,9.13199,"Apartment","Entire home/apt",4,3,3,"$51.00",1,30,29,76,76
"11293","italy","milan","2020-05-15",25800044,"VIGENTINA",45.45453,9.19,"Apartment","Entire home/apt",4,1,2,"$60.00",1,1125,29,61,61
"11294","italy","milan","2020-05-15",25803523,"GARIBALDI REPUBBLICA",45.48651,9.19514,"Apartment","Entire home/apt",4,2,2,"$135.00",2,29,24,135,810
